Current_Ver,Ver_Mon,Ver_Year,And_1st_Ver,And_Last_Ver
1.1.27.477-free,1.0,2017.0,2.0,11.0
3.7.1,7.0,2018.0,4.0,11.0
1.0.6,7.0,2018.0,4.0,11.0
FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014,7.0,2018.0,5.0,11.0
1.7,3.0,2018.0,4.0,11.0
3.19,7.0,2018.0,4.0,11.0
4.2,8.0,2018.0,4.0,11.0
Natalia Studio Development,4.0,2018.0,4.0,11.0
5.3,7.0,2018.0,4.0,11.0
8.9,8.0,2018.0,4.0,11.0
2.5.9,3.0,2018.0,4.0,11.0
1.04,7.0,2018.0,4.0,11.0
1.2,7.0,2018.0,4.0,11.0
1.3.9,6.0,2018.0,4.0,11.0
8.25.10.00,6.0,2018.0,4.0,11.0
2.1.1,3.0,2018.0,4.0,11.0
1.3.0,3.0,2018.0,4.0,11.0
2.0,5.0,2018.0,4.0,11.0
8.25.10.00,6.0,2018.0,4.0,11.0
8.1.2,7.0,2018.0,4.0,11.0
1.2,10.0,2017.0,4.0,11.0
2.0.6,8.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.11.93,5.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.1,7.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
30,4.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
12.2.6.3660,8.0,2018.0,4.0,11.0
1.7.7,6.0,2017.0,3.0,11.0
v7.0.02.3.0516.1_06_0713,8.0,2018.0,5.0,11.0
6.1.3,6.0,2018.0,4.0,11.0
1.3.6,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
7.1.12.12,3.0,2018.0,5.0,11.0
5.9.7,7.0,2018.0,4.0,11.0
7.1.34.28,7.0,2018.0,5.0,11.0
9.9.1.1910,7.0,2018.0,4.0,11.0
1.3.A.2.9,5.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.18.5,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.2,6.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.9.10,8.0,2018.0,4.0,11.0
1.8.4.5,5.0,2018.0,4.0,11.0
8.50.935520,8.0,2017.0,4.0,11.0
1.3,4.0,2018.0,4.0,11.0
2.0,7.0,2017.0,2.0,11.0
12.2.7.3671,8.0,2018.0,4.0,11.0
4.1.11 - Hegoa,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.34,6.0,2018.0,4.0,11.0
3.1.7,7.0,2017.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.1,7.0,2018.0,4.0,11.0
1.0.8,8.0,2018.0,4.0,11.0
1.1,7.0,2018.0,4.0,11.0
7.1,7.0,2018.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,4.0,11.0
1.0.0,1.0,2016.0,11.0,11.0
v1.0.3,5.0,2018.0,4.0,11.0
1.1.7,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,2.0,11.0
17.6,11.0,2017.0,5.0,11.0
1.78,8.0,2018.0,4.0,11.0
1.9,4.0,2018.0,4.0,11.0
9.7.6,8.0,2018.0,4.0,11.0
1.6.1,8.0,2018.0,4.0,11.0
1.0,3.0,2018.0,4.0,11.0
1.251.54,8.0,2018.0,4.0,11.0
1.5.1,8.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
2.0.0,10.0,2016.0,2.0,11.0
1.0.0,8.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
7.10.621414,12.0,2015.0,5.0,11.0
1.0.0,4.0,2018.0,11.0,11.0
1.0.0,12.0,2017.0,11.0,11.0
1.4.08.2,5.0,2018.0,7.0,11.0
2.6.71,7.0,2018.0,7.0,11.0
2.4.11,8.0,2018.0,4.0,11.0
6.5.852058,2.0,2015.0,5.0,11.0
1.2,7.0,2018.0,4.0,11.0
1.0.0,2.0,2015.0,11.0,11.0
3.4.5,5.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.137.22,8.0,2018.0,4.0,11.0
9.51.755029,6.0,2016.0,4.0,11.0
4.13.3,7.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.1.4,8.0,2018.0,4.0,11.0
3.1,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
6.2.2.17136,7.0,2018.0,3.0,11.0
1.0,10.0,2014.0,2.0,11.0
1.5.4,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
6.14.091,7.0,2018.0,4.0,11.0
1.32.1,8.0,2018.0,4.0,11.0
2.1.6,8.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
6.6.4,8.0,2018.0,4.0,11.0
2.3.2,3.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.71,8.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.1.4,4.0,2018.0,4.0,11.0
5.17,8.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
9.1.4,8.0,2018.0,4.0,11.0
8.2.9,6.0,2018.0,4.0,11.0
5.2.5,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
6.6.4,8.0,2018.0,4.0,11.0
5.8.0,7.0,2018.0,4.0,11.0
8.3,7.0,2018.0,4.0,11.0
3.1.6.9,8.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.8.2,5.0,2018.0,4.0,11.0
5.2.0,8.0,2018.0,4.0,11.0
4.2.2254.129147,7.0,2018.0,11.0,11.0
6.7.3,8.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
9.1,7.0,2018.0,4.0,11.0
6.3.0,7.0,2018.0,4.0,11.0
8.0.6,7.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
4.11.0.611033,8.0,2018.0,4.0,11.0
18.201.01,7.0,2018.0,5.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.2.1,8.0,2018.0,4.0,11.0
4.6.0,7.0,2018.0,4.0,11.0
1.9.0,8.0,2018.0,4.0,11.0
4.0.6,8.0,2018.0,4.0,11.0
5.6.40,7.0,2018.0,4.0,11.0
7.5.0,8.0,2018.0,4.0,11.0
3.12.0,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.0.42,3.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.53.2,8.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
4.1.0.72,7.0,2018.0,4.0,11.0
4.10.0,6.0,2018.0,4.0,11.0
1.0.0,4.0,2018.0,11.0,11.0
3.000.1,7.0,2018.0,4.0,11.0
5.14.0,7.0,2018.0,4.0,11.0
5.2.0,8.0,2018.0,4.0,11.0
5.38,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,1.0,2018.0,11.0,11.0
4.0.1,4.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.1.9,9.0,2017.0,4.0,11.0
4.4.2.19,8.0,2018.0,4.0,11.0
2.42.1.9,8.0,2018.0,4.0,11.0
6.5.1725,7.0,2018.0,4.0,11.0
6.19.5,8.0,2018.0,4.0,11.0
1.0.0,3.0,2016.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.5.13,8.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.4.4,6.0,2018.0,4.0,11.0
5.9.1.1347176.a3ca6ab274,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.19.11,6.0,2018.0,5.0,11.0
1.0.0,2.0,2018.0,11.0,11.0
16.3,6.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
4.4.3,5.0,2017.0,4.0,11.0
5.17,8.0,2018.0,4.0,11.0
19.2.8,8.0,2018.0,4.0,11.0
9.2.3,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
5.1.10,8.0,2018.0,2.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
3.1.12,5.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.9.0,6.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.8.7.0,8.0,2018.0,5.0,11.0
3.19.11,6.0,2018.0,5.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,2.0,2018.0,11.0,11.0
4.4.2.19,8.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,4.0,11.0
5.17,8.0,2018.0,4.0,11.0
6.7.15.7,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
6.19.5,8.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
5.2.0,8.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
5.38,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
7.0.1,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
4.4.7,7.0,2018.0,11.0,11.0
6.2.0,6.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
17.4.11,7.0,2018.0,4.0,11.0
4.8.1,7.0,2018.0,4.0,11.0
5.7,7.0,2018.0,4.0,11.0
4.3,7.0,2018.0,5.0,11.0
3.2.2,8.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.1.2,8.0,2016.0,2.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
116,5.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
18.0.2,8.0,2018.0,4.0,11.0
2.4.1,11.0,2017.0,4.0,11.0
2.10.06,5.0,2018.0,5.0,11.0
04.08.00,8.0,2018.0,4.0,11.0
5.1.0 free,8.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.39,6.0,2018.0,4.0,11.0
3.6.7,8.0,2018.0,4.0,11.0
10.0,8.0,2018.0,4.0,11.0
7.16.8,7.0,2018.0,4.0,11.0
3.0.2,7.0,2018.0,4.0,11.0
4.7.5,7.0,2018.0,4.0,11.0
5.44.1,8.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.7.2,7.0,2018.0,4.0,11.0
3.1.0,7.0,2018.0,4.0,11.0
2.0.0,7.0,2018.0,4.0,11.0
6.2.3,7.0,2018.0,4.0,11.0
5.2.10,4.0,2018.0,4.0,11.0
5.4 (30),2.0,2018.0,4.0,11.0
4.76,7.0,2018.0,4.0,11.0
2.4.1,11.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
5.072.1830.2,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
6.1.2,8.0,2018.0,4.0,11.0
9.3.3,5.0,2018.0,4.0,11.0
1.7.3,4.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
8.10.1,7.0,2018.0,4.0,11.0
1.7.3,6.0,2018.0,4.0,11.0
4.2.3,12.0,2016.0,4.0,11.0
1.0,8.0,2016.0,2.0,11.0
5.8,1.0,2017.0,4.0,11.0
1.2.1.49,6.0,2018.0,4.0,11.0
6.5.2,6.0,2018.0,4.0,11.0
8.6,4.0,2018.0,4.0,11.0
1.4.77,5.0,2018.0,4.0,11.0
2.2.8,7.0,2018.0,4.0,11.0
1.3.13,7.0,2018.0,4.0,11.0
5.4.4,6.0,2018.0,4.0,11.0
7.9.3,5.0,2018.0,4.0,11.0
2.1.1,8.0,2018.0,4.0,11.0
1.0.0,9.0,2017.0,11.0,11.0
4.1.1,6.0,2017.0,4.0,11.0
4.5.2,7.0,2018.0,4.0,11.0
4.8.0.132,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.0.7,4.0,2018.0,4.0,11.0
4.0.4,12.0,2017.0,2.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
4.4,9.0,2017.0,2.0,11.0
1.0.0,4.0,2018.0,11.0,11.0
1.90.0,7.0,2018.0,4.0,11.0
3.0.11,7.0,2018.0,4.0,11.0
2.1.8,9.0,2014.0,2.0,11.0
0.81 beta,9.0,2017.0,4.0,11.0
9.3.6,7.0,2018.0,4.0,11.0
2.0.7,11.0,2017.0,4.0,11.0
6.7.5222,1.0,2018.0,4.0,11.0
1.7,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.3.8,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
0.111.3,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.7.2.51,7.0,2018.0,4.0,11.0
3.43.3,8.0,2018.0,4.0,11.0
3.7.1a,7.0,2018.0,4.0,11.0
6.6.3,5.0,2018.0,4.0,11.0
1.16.2,7.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.9.8.0,6.0,2018.0,4.0,11.0
1.4.6,6.0,2015.0,3.0,11.0
1.0.19,6.0,2018.0,4.0,11.0
2.8,8.0,2018.0,4.0,11.0
1.2.3-play,6.0,2017.0,4.0,11.0
1.0.0,8.0,2018.0,4.0,11.0
16.14.0.100,7.0,2018.0,4.0,11.0
1.1.7,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.19.1,7.0,2018.0,4.0,11.0
6.0.1,8.0,2018.0,5.0,11.0
1.0.21,4.0,2016.0,1.0,
1.0.0,8.0,2018.0,11.0,11.0
1.58,6.0,2018.0,4.0,11.0
4.0,4.0,2018.0,4.0,11.0
1.0.17.2,8.0,2018.0,5.0,11.0
4.5.19,7.0,2018.0,4.0,11.0
1.0.1,2.0,2018.0,4.0,11.0
16.0.10325.20043,7.0,2018.0,4.0,11.0
5.4,2.0,2018.0,4.0,11.0
1.7.1,6.0,2018.0,4.0,11.0
2.0.3.1,7.0,2018.0,4.0,11.0
1.1.0,5.0,2017.0,4.0,11.0
2.8.0.17,8.0,2015.0,3.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.7,4.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.10,5.0,2015.0,2.0,11.0
8.0.0,8.0,2018.0,4.0,11.0
7.6.5,7.0,2018.0,4.0,11.0
4.0.6,6.0,2018.0,4.0,11.0
7.1.1,8.0,2017.0,2.0,11.0
4.0.3.5,8.0,2018.0,4.0,11.0
2.16.5426,6.0,2018.0,4.0,11.0
4.1.0,7.0,2018.0,4.0,11.0
2.10.2,3.0,2018.0,4.0,11.0
4.0.0,7.0,2018.0,4.0,11.0
5.5,4.0,2018.0,5.0,11.0
2.0,11.0,2017.0,4.0,11.0
4.3.0,8.0,2018.0,4.0,11.0
1.19,5.0,2018.0,4.0,11.0
1.18.2,6.0,2018.0,4.0,11.0
1.0,12.0,2016.0,4.0,11.0
1.1.11.11,7.0,2018.0,4.0,11.0
4.94.19,4.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
6.0.1,7.0,2018.0,5.0,11.0
2.20,10.0,2016.0,2.0,11.0
2.1,1.0,2017.0,2.0,11.0
1.05,8.0,2015.0,2.0,11.0
15.1.2,7.0,2018.0,4.0,11.0
1.5.9,9.0,2017.0,2.0,11.0
2.1.8,3.0,2016.0,2.0,11.0
4.5.2,7.0,2018.0,4.0,11.0
12.8.5.1121,8.0,2018.0,4.0,11.0
1.0.17.3905,7.0,2018.0,4.0,11.0
6.0.0,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1_39_93,6.0,2018.0,4.0,11.0
4.90,6.0,2018.0,4.0,11.0
0.8.17,10.0,2017.0,3.0,11.0
3.1,5.0,2018.0,4.0,11.0
1.2,7.0,2017.0,4.0,11.0
1.5.10,7.0,2018.0,4.0,11.0
1.1.7.4,5.0,2018.0,4.0,11.0
1.0.0,11.0,2017.0,4.0,11.0
0.19.13-SPECTRUM,7.0,2018.0,4.0,11.0
1.3,6.0,2018.0,4.0,11.0
1.0.0,6.0,2017.0,2.0,11.0
10.322.16,7.0,2018.0,4.0,11.0
2.3.2,6.0,2018.0,4.0,11.0
3.0,6.0,2015.0,2.0,11.0
1.0.0,8.0,2017.0,11.0,11.0
2.1.1,3.0,2018.0,4.0,11.0
2.5.1,7.0,2018.0,4.0,11.0
0.9.10.f96,7.0,2018.0,4.0,11.0
1.0.0,8.0,2017.0,11.0,11.0
1.129.0.2,7.0,2018.0,4.0,11.0
27500000,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
8.3.4,12.0,2017.0,4.0,11.0
2.2,7.0,2014.0,2.0,11.0
4.5.2,12.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.0,5.0,2017.0,4.0,11.0
1.0.1,12.0,2017.0,4.0,11.0
4.5.0,7.0,2018.0,4.0,11.0
2.5.1,6.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
4.1.07,7.0,2018.0,4.0,11.0
1.6.4,8.0,2018.0,4.0,11.0
1.37,1.0,2017.0,4.0,11.0
4.3.2,5.0,2018.0,4.0,11.0
1.7,12.0,2017.0,6.0,11.0
2.2.0,7.0,2018.0,4.0,11.0
2.15.1,7.0,2018.0,4.0,11.0
4.1,6.0,2017.0,4.0,11.0
1.0.3,12.0,2017.0,4.0,11.0
3.2.8,6.0,2018.0,4.0,11.0
1.1.9,1.0,2018.0,5.0,11.0
1.37.2,7.0,2018.0,4.0,11.0
1.0.3,4.0,2016.0,4.0,11.0
1.0.8,2.0,2018.0,4.0,11.0
7.1.0,7.0,2018.0,4.0,11.0
2.2.3.3,11.0,2017.0,4.0,11.0
1.0,9.0,2015.0,4.0,11.0
4.1.0,6.0,2018.0,4.0,11.0
1.0,1.0,2016.0,3.0,11.0
1.2,6.0,2017.0,4.0,11.0
2.0,10.0,2017.0,4.0,11.0
1.2,8.0,2017.0,3.0,11.0
3.9,8.0,2016.0,4.0,11.0
1.0,9.0,2017.0,3.0,11.0
1.0,1.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.35.8,5.0,2018.0,4.0,11.0
7.1.8,7.0,2018.0,4.0,11.0
1.7.110758,7.0,2018.0,4.0,11.0
3.0.4,5.0,2014.0,2.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.6.7.487220,7.0,2018.0,4.0,11.0
1.7.1.3,7.0,2018.0,5.0,11.0
37.1.206017801.DR37_RC14,7.0,2018.0,4.0,11.0
3.1.0,8.0,2018.0,5.0,11.0
1.49.1,7.0,2018.0,4.0,11.0
1.5,6.0,2018.0,4.0,11.0
1.2.0,7.0,2016.0,4.0,11.0
1.52,3.0,2018.0,4.0,11.0
1.2,5.0,2018.0,4.0,11.0
1.01,12.0,2017.0,4.0,11.0
1.9,6.0,2014.0,2.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
4.5.0.10701.GP,8.0,2018.0,4.0,11.0
6.7.5,3.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
7.7.9,7.0,2018.0,4.0,11.0
1.0.8,8.0,2018.0,4.0,11.0
3.1,1.0,2018.0,2.0,11.0
2.2.00,7.0,2018.0,4.0,11.0
5.064,7.0,2018.0,4.0,11.0
3.0.5,7.0,2018.0,2.0,11.0
1.5,3.0,2018.0,4.0,11.0
1.4.0,11.0,2015.0,2.0,11.0
2.3.3,5.0,2017.0,4.0,11.0
1.9.1,8.0,2018.0,4.0,11.0
6.2,6.0,2018.0,4.0,11.0
8.6,6.0,2018.0,2.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.2.0,5.0,2018.0,4.0,11.0
3.3.1.41,5.0,2018.0,4.0,11.0
4.2.133,6.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,5.0,11.0
1.12,1.0,2017.0,4.0,11.0
5.7.2,7.0,2018.0,5.0,11.0
4.1.8.2.2,8.0,2018.0,4.0,11.0
1.2.115,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
6.8.2,8.0,2018.0,4.0,11.0
3.17.2,1.0,2018.0,4.0,11.0
1.0,10.0,2017.0,2.0,11.0
1.0,10.0,2014.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
10.23.2-964159b,7.0,2018.0,4.0,11.0
1.35,7.0,2018.0,4.0,11.0
1.078,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
42.0.0.2059,7.0,2018.0,4.0,11.0
2.2.194,8.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
4.21.1,8.0,2018.0,4.0,11.0
1.0.0,4.0,2018.0,11.0,11.0
2.8,2.0,2017.0,4.0,11.0
1.0,10.0,2016.0,4.0,11.0
1.0,2.0,2017.0,3.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
5.0.6,6.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,10.0,2016.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.0.58,6.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
4.20.5,8.0,2018.0,4.0,11.0
1.09,5.0,2016.0,2.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
37.0.0.7.163,7.0,2018.0,2.0,11.0
2.2.8,7.0,2018.0,4.0,11.0
3.2,8.0,2015.0,2.0,11.0
1.0,12.0,2017.0,2.0,11.0
4.9.18,7.0,2018.0,4.0,11.0
5.3.5.16,7.0,2018.0,4.0,11.0
1.4.2,5.0,2018.0,5.0,11.0
1.0.988,7.0,2018.0,5.0,11.0
3.0.1,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
4.7.4,6.0,2018.0,4.0,11.0
1.0.6,10.0,2017.0,5.0,11.0
1.1,7.0,2016.0,4.0,11.0
17.4.0014017,7.0,2018.0,5.0,11.0
version 0.994,6.0,2018.0,3.0,11.0
1.0.1,3.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
9.8.000000010492,6.0,2018.0,4.0,11.0
17.4.0014017,7.0,2018.0,5.0,11.0
2.6.3,4.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0,10.0,2016.0,2.0,11.0
4.4.4,7.0,2018.0,4.0,11.0
4.5.0,2.0,2018.0,4.0,11.0
1.0.2,5.0,2018.0,4.0,11.0
3.0.0fr,12.0,2016.0,2.0,11.0
1.0.0,1.0,2014.0,11.0,11.0
1.0.0,11.0,2017.0,11.0,11.0
1.0,9.0,2015.0,4.0,11.0
1.0,4.0,2017.0,4.0,11.0
2.5.1.7594.psb,7.0,2018.0,4.0,11.0
1.0.0,8.0,2017.0,11.0,11.0
22.0,3.0,2016.0,4.0,11.0
1.0,4.0,2018.0,4.0,11.0
3.1,7.0,2016.0,4.0,11.0
1.03,12.0,2017.0,4.0,11.0
1.5.8,5.0,2018.0,4.0,11.0
2.1.3,10.0,2016.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
0.7.0,7.0,2018.0,4.0,11.0
3.7.1a,5.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.4.0.1,5.0,2018.0,4.0,11.0
1,7.0,2016.0,2.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.4.large,12.0,2017.0,4.0,7.0
1.0,1.0,2017.0,2.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.1,2.0,2018.0,2.0,11.0
1.1.3,3.0,2018.0,3.0,11.0
1.1,9.0,2013.0,2.0,11.0
1.0,10.0,2017.0,4.0,11.0
1.05,8.0,2015.0,2.0,11.0
1.640,7.0,2018.0,4.0,11.0
1.0.0,4.0,2018.0,11.0,11.0
1.91,5.0,2018.0,4.0,11.0
1.3.4,9.0,2015.0,2.0,11.0
1.7,6.0,2018.0,4.0,11.0
1.0.0,11.0,2017.0,11.0,11.0
2,9.0,2016.0,3.0,11.0
1.0,4.0,2013.0,2.0,11.0
1.4.0,11.0,2017.0,4.0,11.0
1.4.1(0629A),7.0,2018.0,5.0,11.0
1.6.1,10.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.0.20,5.0,2018.0,4.0,11.0
14.6,7.0,2018.0,4.0,11.0
1.0.2,12.0,2017.0,7.0,11.0
7.0,6.0,2017.0,2.0,11.0
7.0.1,12.0,2017.0,4.0,11.0
1.4,12.0,2015.0,4.0,11.0
5.0,6.0,2018.0,4.0,11.0
2.0,1.0,2016.0,4.0,11.0
2.4,8.0,2018.0,4.0,11.0
2.23,7.0,2017.0,4.0,11.0
3.2,6.0,2018.0,4.0,11.0
1.0.6,4.0,2018.0,4.0,11.0
3.1 Release b2,12.0,2017.0,2.0,11.0
1.4,10.0,2017.0,2.0,11.0
9.6.3,7.0,2018.0,4.0,11.0
3.15,7.0,2018.0,4.0,11.0
3.5.2,6.0,2018.0,4.0,11.0
2.2,12.0,2017.0,4.0,11.0
1.2,9.0,2017.0,4.0,11.0
1.0,4.0,2016.0,4.0,11.0
1.8.1,11.0,2017.0,4.0,11.0
3.6,2.0,2017.0,2.0,11.0
2.0,3.0,2018.0,4.0,11.0
3.0.2,6.0,2018.0,4.0,11.0
2.1.6,7.0,2018.0,5.0,11.0
2.14,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,7.0,11.0
2.0.0,11.0,2016.0,2.0,11.0
5055.524.5,4.0,2018.0,4.0,11.0
4.6.2,7.0,2018.0,2.0,11.0
16.7,6.0,2018.0,4.0,11.0
3.0.2,6.0,2018.0,4.0,11.0
1.0.4,12.0,2015.0,4.0,11.0
1.0-build20170819,8.0,2017.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
a.2,12.0,2017.0,4.0,11.0
1.2,7.0,2018.0,4.0,11.0
1.0,12.0,2017.0,4.0,11.0
3.0.1,2.0,2018.0,4.0,11.0
3.5.3,7.0,2018.0,4.0,11.0
3.5.2.2,7.0,2018.0,4.0,11.0
